Emp ID,Name Prefix,First Name,Middle Initial,Last Name,Gender,E Mail,Father's Name,Mother's Name,Mother's Maiden Name,Date of Birth,Time of Birth,Age in Yrs.,Weight in Kgs.,Date of Joining,Quarter of Joining,Half of Joining,Year of Joining,Month of Joining,Month Name of Joining,Short Month,Day of Joining,DOW of Joining,Short DOW,Age in Company (Years),Salary,Last % Hike,SSN,Phone No. ,Place Name,County,City,State,Zip,Region,User Name,Password
857915,Ms.,Elfriede,S,Wortham,F,elfriede.wortham@gmail.com,Jean Wortham,Nickie Wortham,Chavarria,12/28/1988,9:25:57 AM,28.6,54,10/2/2012,Q4,H2,2012,10,October,Oct,2,Tuesday,Tue,4.82,50734,10%,100-02-9541,405-777-2201,Dewey,Washington,Dewey,OK,74029,South,eswortham,9^J0UhUG
525954,Dr.,Ashley,H,Penrod,M,ashley.penrod@gmail.com,Carter Penrod,Cary Penrod,Sumner,5/15/1989,3:11:28 PM,28.22,54,6/12/2010,Q2,H1,2010,6,June,Jun,12,Saturday,Sat,7.13,166993,16%,757-12-1240,210-775-4359,Bertram,Burnet,Bertram,TX,78605,South,ahpenrod,NF3qEYmK3coK3z?
960802,Mr.,Clement,P,Tanner,M,clement.tanner@cox.net,Harland Tanner,Ileana Tanner,Bassett,6/24/1995,2:38:47 PM,22.11,72,6/8/2017,Q2,H1,2017,6,June,Jun,8,Thursday,Thu,0.14,192233,18%,756-12-2174,907-909-7449,Kaltag,Yukon-Koyukuk (CA),Kaltag,AK,99748,West,cptanner,PSKi:PPG^+Uu
172696,Hon.,Marcos,M,Winters,M,marcos.winters@sbcglobal.net,Rayford Winters,Ayanna Winters,Lockett,6/5/1977,10:44:55 PM,40.17,87,3/30/2008,Q1,H1,2008,3,March,Mar,30,Sunday,Sun,9.33,64470,1%,260-99-6405,239-541-6129,Lochloosa,Alachua,Lochloosa,FL,32662,South,mmwinters,kRUu~mP|q-I
932142,Mr.,Mariano,F,Boyle,M,mariano.boyle@aol.com,Miguel Boyle,Lawanna Boyle,Hurley,8/23/1995,9:19:00 PM,21.95,73,3/10/2017,Q1,H1,2017,3,March,Mar,10,Friday,Fri,0.38,113881,20%,464-99-1889,219-982-0263,Rossville,Clinton,Rossville,IN,46065,Midwest,mfboyle,b>114-$B
968419,Mr.,Adrian,X,Yarbrough,M,adrian.yarbrough@gmail.com,Wilfredo Yarbrough,Shila Yarbrough,Mayer,6/11/1973,10:49:54 PM,44.16,87,5/16/2015,Q2,H1,2015,5,May,May,16,Saturday,Sat,2.2,197281,1%,155-23-2882,319-338-1326,Des Moines,Polk,Des Moines,IA,50319,Midwest,axyarbrough,JgWHOyZVIJ1T
526853,Mr.,Rudolf,S,Carlton,M,rudolf.carlton@gmail.com,Laverne Carlton,Julieann Carlton,Stanley,8/8/1988,1:37:27 AM,28.99,53,10/22/2012,Q4,H2,2012,10,October,Oct,22,Monday,Mon,4.77,122188,22%,045-15-1610,212-979-1311,Waddington,St. Lawrence,Waddington,NY,13694,Northeast,rscarlton,ek@!;3.RgR/_$
794206,Mr.,Bob,F,Back,M,bob.back@aol.com,Williams Back,Kyle Back,Ouellette,5/10/1974,12:19:43 AM,43.25,90,9/18/2011,Q3,H2,2011,9,September,Sep,18,Sunday,Sun,5.86,92143,0%,501-37-3249,316-735-4135,Gove,Gove,Gove,KS,67736,Midwest,bfback,X]6lw>fO
441961,Hon.,Cari,X,Healey,F,cari.healey@hotmail.com,Jackson Healey,Jamey Healey,Burk,7/26/1990,2:32:59 PM,27.02,53,10/8/2016,Q4,H2,2016,10,October,Oct,8,Saturday,Sat,0.8,138246,30%,047-15-0797,215-619-9543,Birdsboro,Berks,Birdsboro,PA,19508,Northeast,cxhealey,Ii?.t\+%
315917,Mrs.,Dominique,J,Truong,F,dominique.truong@aol.com,Erick Truong,Odell Truong,Mccallister,12/28/1974,8:08:24 PM,42.61,50,6/26/2011,Q2,H1,2011,6,June,Jun,26,Sunday,Sun,6.09,162038,18%,062-02-8883,314-966-9520,Columbia,Boone,Columbia,MO,65212,Midwest,djtruong,9g%Hq1|P^]OP
186833,Mrs.,Tonette,Z,Crouch,F,tonette.crouch@gmail.com,Herb Crouch,Darcy Crouch,Mcgee,12/4/1959,12:08:24 AM,57.69,49,7/27/2017,Q3,H2,2017,7,July,Jul,27,Thursday,Thu,0,154364,22%,384-37-8096,314-371-2814,De Kalb,Buchanan,De Kalb,MO,64440,Midwest,tzcrouch,s-r8_Fo{:RAvy
929066,Mr.,Jerold,W,Guthrie,M,jerold.guthrie@shell.com,Issac Guthrie,Anitra Guthrie,Omalley,7/2/1995,7:32:11 AM,22.09,78,2/24/2017,Q1,H1,2017,2,February,Feb,24,Friday,Fri,0.42,96281,7%,198-84-3869,209-882-8700,Glendale,Los Angeles,Glendale,CA,91225,West,jwguthrie,c@3bT!]LoKqOF
248536,Ms.,Stefania,R,Blackman,F,stefania.blackman@gmail.com,Luciano Blackman,Eddie Blackman,Woodall,12/10/1965,1:18:36 PM,51.67,40,8/19/1995,Q3,H2,1995,8,August,Aug,19,Saturday,Sat,21.96,183840,28%,324-11-6504,316-247-8601,Manhattan,Riley,Manhattan,KS,66505,Midwest,srblackman,3uVGYjOtK
484952,Hon.,Johnnie,E,Ebert,M,johnnie.ebert@microsoft.com,Benny Ebert,Theda Ebert,David,8/2/1962,12:19:36 AM,55.02,64,3/1/1996,Q1,H1,1996,3,March,Mar,1,Friday,Fri,21.42,51233,12%,146-23-1399,212-817-8169,Maine,Broome,Maine,NY,13802,Northeast,jeebert,N$/bsk>3]?dO
246786,Mr.,Donte,K,David,M,donte.david@ntlworld.com,Ricardo David,Irma David,Barkley,6/9/1977,12:20:12 AM,40.16,70,4/6/2016,Q2,H1,2016,4,April,Apr,6,Wednesday,Wed,1.31,128847,25%,341-11-1016,229-460-7753,Lilburn,Lilburn,Lilburn,GA,30247,South,dkdavid,OzOiM4V7Q
159144,Mrs.,Gwyneth,D,Cheng,F,gwyneth.cheng@yahoo.com,Boris Cheng,Alease Cheng,Doyle,4/5/1990,10:16:22 AM,27.33,43,8/13/2014,Q3,H2,2014,8,August,Aug,13,Wednesday,Wed,2.96,166621,20%,194-86-2685,209-275-8181,Phillipsville,Humboldt,Phillipsville,CA,95559,West,gdcheng,4n8pZo6NFzv
995150,Mrs.,Rafaela,S,Weiss,F,rafaela.weiss@hotmail.com,Lonnie Weiss,Allison Weiss,Choate,1/6/1973,2:14:25 PM,44.59,44,6/24/2003,Q2,H1,2003,6,June,Jun,24,Tuesday,Tue,14.1,191453,26%,583-99-8783,217-831-9041,Peoria,Peoria,Peoria,IL,61612,Midwest,rsweiss,S:lrw&_J
490117,Mr.,Burton,V,Barfield,M,burton.barfield@shell.com,Sammie Barfield,Misty Barfield,Briseno,10/4/1968,10:11:12 AM,48.85,60,8/23/2013,Q3,H2,2013,8,August,Aug,23,Friday,Fri,3.93,52494,9%,717-18-8361,803-435-9463,Ware Shoals,Greenwood,Ware Shoals,SC,29692,South,bvbarfield,erlTtmxI|i
829598,Mrs.,Mackenzie,O,Parry,F,mackenzie.parry@microsoft.com,Johnnie Parry,Crysta Parry,Calhoun,1/30/1983,5:07:04 AM,34.52,45,4/30/2006,Q2,H1,2006,4,April,Apr,30,Sunday,Sun,11.25,92756,8%,462-99-1777,206-214-1399,Tahuya,Mason,Tahuya,WA,98588,West,moparry,iCXHR;L@
393566,Mr.,Antone,Q,Irby,M,antone.irby@gmail.com,Aurelio Irby,Arlinda Irby,Mcneal,9/19/1981,10:18:38 PM,35.88,80,1/11/2006,Q1,H1,2006,1,January,Jan,11,Wednesday,Wed,11.55,91805,1%,076-02-2396,209-836-5401,Tuolumne,Tuolumne,Tuolumne,CA,95379,West,aqirby,jIS%77rw#bcX
787761,Hon.,Michale,N,Cano,M,michale.cano@gmail.com,Wade Cano,Rochelle Cano,Harden,9/14/1985,11:14:13 AM,31.89,86,8/15/2014,Q3,H2,2014,8,August,Aug,15,Friday,Fri,2.95,45157,26%,163-86-1934,210-344-8910,Odessa,Ector,Odessa,TX,79768,South,mncano,VnxXODo&N:Zi^
735764,Mr.,Casey,T,Westmoreland,M,casey.westmoreland@yahoo.com,Bernie Westmoreland,Nakesha Westmoreland,Crump,7/14/1992,9:00:40 AM,25.05,57,8/4/2016,Q3,H2,2016,8,August,Aug,4,Thursday,Thu,0.98,43605,4%,455-99-8488,240-224-7033,Newark,Worcester,Newark,MD,21841,South,ctwestmoreland,9c-r%uiUyzq
555547,Mr.,Pierre,W,Tirado,M,pierre.tirado@gmail.com,Bert Tirado,Reita Tirado,Doan,2/14/1968,10:40:25 PM,49.48,52,2/28/2014,Q1,H1,2014,2,February,Feb,28,Friday,Fri,3.41,62744,13%,219-89-8822,239-292-5821,Winter Garden,Orange,Winter Garden,FL,34777,South,pwtirado,t<dpUY&nDnyl
938159,Prof.,Timothy,U,Jones,M,timothy.jones@shell.com,Odell Jones,Rosaria Jones,Juarez,3/17/1969,5:11:59 PM,48.4,53,8/26/1996,Q3,H2,1996,8,August,Aug,26,Monday,Mon,20.93,71882,25%,455-99-8983,252-805-8056,Richlands,Onslow,Richlands,NC,28574,South,tujones,K\E_RX%swSP1YwL
208889,Mr.,Cyrus,D,Bagley,M,cyrus.bagley@aol.com,Alfonso Bagley,Carma Bagley,Bertram,1/11/1959,4:30:49 AM,58.58,90,6/29/1988,Q2,H1,1988,6,June,Jun,29,Wednesday,Wed,29.1,154809,26%,003-08-9790,209-208-1530,Eldridge,Sonoma,Eldridge,CA,95431,West,cdbagley,nepgd]lAyZ-
418779,Mr.,Randy,C,Brewer,M,randy.brewer@gmail.com,Colin Brewer,Kasi Brewer,Brannon,12/18/1979,5:29:56 AM,37.64,66,12/2/2012,Q4,H2,2012,12,December,Dec,2,Sunday,Sun,4.65,85005,8%,192-86-6275,307-891-9823,Freedom,Lincoln,Freedom,WY,83120,West,rcbrewer,aT.f{cM&XTP
778420,Dr.,Derek,R,Creel,M,derek.creel@gmail.com,Rory Creel,Lacy Creel,Lang,8/20/1992,1:08:39 PM,24.95,70,5/10/2017,Q2,H1,2017,5,May,May,10,Wednesday,Wed,0.22,147490,1%,308-37-2627,308-479-5591,Sidney,Cheyenne,Sidney,NE,69160,Midwest,drcreel,d5I?s?ON\6
898227,Prof.,Hugh,C,Gardiner,M,hugh.gardiner@exxonmobil.com,Ricardo Gardiner,Mika Gardiner,Cress,10/12/1986,7:28:28 PM,30.81,51,3/1/2012,Q1,H1,2012,3,March,Mar,1,Thursday,Thu,5.41,190809,13%,681-24-6711,262-450-6342,Strum,Trempealeau,Strum,WI,54770,Midwest,hcgardiner,lNJqeB4qkqgcS
442615,Mrs.,Yi,H,Burnham,F,yi.burnham@ntlworld.com,Bertram Burnham,Annita Burnham,Edward,7/23/1965,12:59:47 PM,52.05,54,8/9/2011,Q3,H2,2011,8,August,Aug,9,Tuesday,Tue,5.97,158539,29%,344-11-0717,209-671-2719,San Jose,Santa Clara,San Jose,CA,95150,West,yhburnham,d~?C4.Q|%$/
486916,Ms.,Lannie,N,Fortner,F,lannie.fortner@gmail.com,Louis Fortner,Britteny Fortner,Roland,7/8/1960,6:11:41 PM,57.09,48,9/27/2016,Q3,H2,2016,9,September,Sep,27,Tuesday,Tue,0.83,152290,12%,640-29-7001,231-862-9278,Yale,St. Clair,Yale,MI,48097,Midwest,lnfortner,L+JfObAfY
266068,Mr.,Antonia,V,Smalls,M,antonia.smalls@gmail.com,Jerrod Smalls,Donald Smalls,Andre,2/27/1971,3:43:13 PM,46.45,63,5/5/2003,Q2,H1,2003,5,May,May,5,Monday,Mon,14.24,70208,20%,333-11-0695,217-485-7779,Alton,Madison,Alton,IL,62002,Midwest,avsmalls,5tF@l9[7SYOO
914669,Drs.,Ginny,P,Gill,F,ginny.gill@yahoo.com,Travis Gill,April Gill,Cutler,10/10/1966,11:05:58 PM,50.83,56,9/21/2004,Q3,H2,2004,9,September,Sep,21,Tuesday,Tue,12.86,88943,21%,381-37-3122,314-761-2954,Gainesville,Gainesville,Gainesville,MO,65758,Midwest,gpgill,X;J]Spz$SZiPf
732917,Prof.,Maynard,H,Holly,M,maynard.holly@rediffmail.com,Faustino Holly,Lauri Holly,Lynch,1/11/1981,6:56:50 PM,36.57,67,2/11/2015,Q1,H1,2015,2,February,Feb,11,Wednesday,Wed,2.46,65266,2%,767-02-2608,339-405-0798,Stow,Middlesex,Stow,MA,1775,Northeast,mhholly,Zj_z8hTkQiZ*rr
597129,Mr.,Winfred,H,Angel,M,winfred.angel@hotmail.com,Everett Angel,Juliette Angel,Furr,8/27/1988,5:54:34 PM,28.94,89,4/12/2016,Q2,H1,2016,4,April,Apr,12,Tuesday,Tue,1.29,68710,23%,128-98-1726,217-891-9345,Chicago,Cook,Chicago,IL,60644,Midwest,whangel,N|edcoZsG:<s5x
769845,Mr.,Guillermo,K,Leone,M,guillermo.leone@gmail.com,Milan Leone,Ashleigh Leone,Slaton,12/26/1964,2:46:55 PM,52.62,77,8/29/1990,Q3,H2,1990,8,August,Aug,29,Wednesday,Wed,26.93,171142,17%,379-37-2563,209-545-1955,Avery,Calaveras,Avery,CA,95224,West,gkleone,Ep\tdL!7&Df8~#
677859,Ms.,Joslyn,M,Rudd,F,joslyn.rudd@aol.com,Damien Rudd,Lieselotte Rudd,Jasper,3/5/1993,12:02:09 AM,24.41,53,4/27/2016,Q2,H1,2016,4,April,Apr,27,Wednesday,Wed,1.25,115556,12%,173-86-4043,210-454-3087,Mc Kinney,Collin,Mc Kinney,TX,75070,South,jmrudd,T<aoZfjS;1!m>E
508669,Mrs.,Connie,V,Pearsall,F,connie.pearsall@gmail.com,Toby Pearsall,Evelyn Pearsall,Sharpe,10/14/1981,7:47:03 PM,35.81,59,5/20/2012,Q2,H1,2012,5,May,May,20,Sunday,Sun,5.19,157187,30%,105-02-7890,218-806-6587,Hibbing,St. Louis,Hibbing,MN,55747,Midwest,cvpearsall,R0]_pDO_\]NKz
740577,Mr.,Reinaldo,M,Mccloskey,M,reinaldo.mccloskey@hotmail.com,Donnie Mccloskey,Flor Mccloskey,Barclay,5/24/1968,9:38:52 AM,49.21,52,9/6/1994,Q3,H2,1994,9,September,Sep,6,Tuesday,Tue,22.91,117675,8%,650-62-2290,339-358-6468,Brockton,Plymouth,Brockton,MA,2301,Northeast,rmmccloskey,L3^z{\;+-{!*
371839,Dr.,Forrest,W,Spicer,M,forrest.spicer@rediffmail.com,Chas Spicer,Maryam Spicer,Cotter,10/27/1967,12:23:25 AM,49.79,83,5/7/1990,Q2,H1,1990,5,May,May,7,Monday,Mon,27.24,50067,19%,206-84-4797,316-519-0189,Windom,McPherson,Windom,KS,67491,Midwest,fwspicer,N}M+88|#M
219318,Ms.,Elana,E,Volz,F,elana.volz@cox.net,Jerome Volz,Hettie Volz,Asher,4/25/1970,4:19:43 AM,47.29,46,7/19/2004,Q3,H2,2004,7,July,Jul,19,Monday,Mon,13.03,121319,15%,197-84-8577,236-470-4436,Herndon,Herndon,Herndon,VA,22071,South,eevolz,eu48>m*|D?
841973,Ms.,Trina,Y,Ivory,F,trina.ivory@gmail.com,Rufus Ivory,Lahoma Ivory,Harding,4/7/1964,10:18:41 AM,53.34,42,5/20/1985,Q2,H1,1985,5,May,May,20,Monday,Mon,32.21,132279,5%,373-37-8523,239-998-3408,West Palm Beach,Palm Beach,West Palm Beach,FL,33418,South,tyivory,Ob__@$ZWfT2
423171,Dr.,Deon,U,Steel,M,deon.steel@verizon.net,Terrell Steel,Johnsie Steel,Fogle,8/21/1984,5:29:24 PM,32.96,89,7/6/2017,Q3,H2,2017,7,July,Jul,6,Thursday,Thu,0.06,95249,11%,294-15-6315,217-465-9592,Williamsville,Sangamon,Williamsville,IL,62693,Midwest,dusteel,lB}OTg0o}kEV
387640,Hon.,Eunice,C,Morrissey,F,eunice.morrissey@gmail.com,Gerry Morrissey,Mamie Morrissey,Newman,3/24/1964,9:06:05 PM,53.38,47,7/14/2012,Q3,H2,2012,7,July,Jul,14,Saturday,Sat,5.04,128790,18%,025-92-5997,236-691-7050,Bergton,Rockingham,Bergton,VA,22811,South,ecmorrissey,PF?]9Q-Ge
536714,Mrs.,Elke,J,Chamberlain,F,elke.chamberlain@gmail.com,Cornelius Chamberlain,Pennie Chamberlain,Mallard,2/20/1993,12:06:55 PM,24.45,52,6/2/2015,Q2,H1,2015,6,June,Jun,2,Tuesday,Tue,2.16,50813,4%,099-02-4116,406-775-7196,Glasgow,Valley,Glasgow,MT,59230,West,ejchamberlain,q&6n$>xA
795385,Drs.,Myrna,T,Spangler,F,myrna.spangler@comcast.net,Ian Spangler,Sabina Spangler,Parrish,7/2/1964,12:49:04 AM,53.11,43,10/20/2005,Q4,H2,2005,10,October,Oct,20,Thursday,Thu,11.78,46803,16%,573-99-0996,304-228-7079,Charleston,Kanawha,Charleston,WV,25362,South,mtspangler,EiX.OhcRoj~R?Z
735028,Ms.,Joselyn,C,Hicks,F,joselyn.hicks@ntlworld.com,Jean Hicks,Vera Hicks,Worley,11/10/1971,12:03:34 PM,45.75,43,8/29/2012,Q3,H2,2012,8,August,Aug,29,Wednesday,Wed,4.92,162653,14%,058-02-2206,210-240-0164,Houston,Harris,Houston,TX,77208,South,jchicks,4&C9gEYmLXH3M
935794,Prof.,Antione,C,Rodriquez,M,antione.rodriquez@msn.com,Kim Rodriquez,Paulette Rodriquez,Lindquist,2/8/1988,10:51:01 AM,29.49,52,7/30/2012,Q3,H2,2012,7,July,Jul,30,Monday,Mon,5,53649,24%,489-29-1794,203-271-9611,Hamden,New Haven,Hamden,CT,6517,Northeast,acrodriquez,j?;7N7d<nU
885525,Hon.,Sherry,T,Bostick,F,sherry.bostick@microsoft.com,Teodoro Bostick,Kiera Bostick,Hurley,12/10/1976,10:07:12 PM,40.66,53,2/16/2003,Q1,H1,2003,2,February,Feb,16,Sunday,Sun,14.45,95026,6%,525-99-1327,480-860-4065,Chandler,Chandler,Chandler,AZ,85286,West,stbostick,I9>L!#QSN:Q>~#
213576,Mrs.,Jonelle,V,Caro,F,jonelle.caro@aol.com,Darrick Caro,Stephani Caro,Baugh,8/28/1960,12:59:43 AM,56.95,51,5/22/2007,Q2,H1,2007,5,May,May,22,Tuesday,Tue,10.19,177801,25%,557-99-1327,219-567-5922,Columbia City,Whitley,Columbia City,IN,46725,Midwest,jvcaro,X|UfX$D4hWdG
419908,Mrs.,Susanne,U,Freitas,F,susanne.freitas@gmail.com,Neil Freitas,Fabiola Freitas,Smalls,6/15/1967,9:58:43 PM,50.15,49,2/7/1995,Q1,H1,1995,2,February,Feb,7,Tuesday,Tue,22.48,138764,13%,060-02-4145,209-338-2127,El Macero,Yolo,El Macero,CA,95618,West,sufreitas,ZM40.XttxvOa9
285017,Mr.,Isidro,S,Dulaney,M,isidro.dulaney@gmail.com,Albert Dulaney,Barb Dulaney,Medeiros,4/3/1986,2:14:21 AM,31.34,50,11/5/2010,Q4,H2,2010,11,November,Nov,5,Friday,Fri,6.73,178014,18%,455-99-9845,802-494-7442,Brookfield,Orange,Brookfield,VT,5036,Northeast,isdulaney,1dt7&?**NbN|H+~
737379,Mr.,Toney,I,Chitwood,M,toney.chitwood@hotmail.com,Porfirio Chitwood,Laura Chitwood,Meade,8/27/1988,3:20:17 AM,28.94,86,10/12/2013,Q4,H2,2013,10,October,Oct,12,Saturday,Sat,3.79,83847,28%,122-98-9158,212-541-0235,Hancock,Delaware,Hancock,NY,13783,Northeast,tichitwood,Q9<i_qhEk<!
959448,Hon.,Marcus,E,Dial,M,marcus.dial@yahoo.com,Raphael Dial,Brigida Dial,Simons,6/30/1970,6:34:47 AM,47.11,88,8/5/2001,Q3,H2,2001,8,August,Aug,5,Sunday,Sun,15.99,125593,18%,240-99-0070,219-913-0758,Little York,Washington,Little York,IN,47139,Midwest,medial,g?Ao;45YK:
166884,Mr.,Mose,V,Guthrie,M,mose.guthrie@bp.com,Duane Guthrie,Margareta Guthrie,Mcghee,4/29/1975,11:38:46 PM,42.28,82,6/14/2006,Q2,H1,2006,6,June,Jun,14,Wednesday,Wed,11.13,112614,20%,314-35-7100,480-438-1928,Sonoita,Santa Cruz,Sonoita,AZ,85637,West,mvguthrie,V[9!tU*MQ1idx
645867,Hon.,Edison,O,Lavender,M,edison.lavender@aol.com,Shirley Lavender,Gertie Lavender,Easton,10/17/1993,12:01:46 PM,23.79,73,1/19/2016,Q1,H1,2016,1,January,Jan,19,Tuesday,Tue,1.52,44782,20%,709-18-4847,304-419-2612,Arnett,Raleigh,Arnett,WV,25007,South,eolavender,a?!VgFc-zcAQVQ
182823,Mr.,Deandre,S,Quillen,M,deandre.quillen@comcast.net,Gerard Quillen,Cayla Quillen,Ison,7/4/1993,9:57:20 AM,24.08,87,6/27/2015,Q2,H1,2015,6,June,Jun,27,Saturday,Sat,2.09,198579,27%,071-02-9844,308-259-3403,Gothenburg,Dawson,Gothenburg,NE,69138,Midwest,dsquillen,az4nzU<u3cc7
372465,Mrs.,Yevette,I,Briggs,F,yevette.briggs@gmail.com,Rubin Briggs,Ellis Briggs,Rawlings,11/20/1992,3:33:46 AM,24.7,46,9/25/2014,Q3,H2,2014,9,September,Sep,25,Thursday,Thu,2.84,196284,11%,358-08-7307,209-489-4905,Columbia,Tuolumne,Columbia,CA,95310,West,yibriggs,T@l{O[AS.
902010,Mr.,Stan,R,Foster,M,stan.foster@ntlworld.com,Mitch Foster,Charlott Foster,Farley,5/13/1985,11:20:06 PM,32.23,68,8/6/2015,Q3,H2,2015,8,August,Aug,6,Thursday,Thu,1.98,135893,20%,704-18-1817,218-541-8511,Owatonna,Steele,Owatonna,MN,55060,Midwest,srfoster,MK_5\>3|:gZ
851298,Mr.,Elden,L,Vu,M,elden.vu@gmail.com,Edwin Vu,Jesica Vu,Quinones,9/29/1958,12:48:22 AM,58.87,60,5/27/1988,Q2,H1,1988,5,May,May,27,Friday,Fri,29.19,108889,4%,249-99-3521,209-232-9691,Markleeville,Alpine,Markleeville,CA,96120,West,elvu,M?JapsjJ#U
556330,Mr.,Arnold,E,Griffiths,M,arnold.griffiths@hotmail.com,Jay Griffiths,Bernarda Griffiths,Ayres,6/11/1991,1:28:30 PM,26.15,74,4/23/2013,Q2,H1,2013,4,April,Apr,23,Tuesday,Tue,4.27,124423,8%,285-15-3897,229-380-3764,Matthews,Jefferson,Matthews,GA,30818,South,aegriffiths,u:;\c@fACrqd
949208,Ms.,Clare,V,Oconnor,F,clare.oconnor@gmail.com,Teodoro Oconnor,Clotilde Oconnor,Wallen,5/6/1988,4:29:24 AM,29.25,56,11/10/2015,Q4,H2,2015,11,November,Nov,10,Tuesday,Tue,1.72,104257,28%,218-89-7653,210-741-4184,Morse,Hansford,Morse,TX,79062,South,cvoconnor,X]>JSllM@JuZr?J
524427,Hon.,Kindra,T,Israel,F,kindra.israel@bp.com,Marlon Israel,Letitia Israel,Kauffman,12/13/1992,10:29:37 AM,24.64,59,5/23/2014,Q2,H1,2014,5,May,May,23,Friday,Fri,3.18,115448,30%,239-99-9824,252-878-3324,Valle Crucis,Watauga,Valle Crucis,NC,28691,South,ktisrael,qYD|T{_j<t
814992,Ms.,Majorie,T,Thiel,F,majorie.thiel@gmail.com,Royal Thiel,Cathie Thiel,Crowley,5/24/1995,8:05:36 AM,22.19,58,10/29/2016,Q4,H2,2016,10,October,Oct,29,Saturday,Sat,0.75,139796,5%,007-11-9622,210-842-5751,Tyler,Smith,Tyler,TX,75705,South,mtthiel,n/#j@P5c
839075,Mr.,Alberto,C,Kellum,M,alberto.kellum@hotmail.co.uk,Tracey Kellum,Althea Kellum,Bellamy,8/26/1958,8:11:36 AM,58.96,53,11/7/1994,Q4,H2,1994,11,November,Nov,7,Monday,Mon,22.74,162993,7%,203-84-5109,405-995-4013,Shawnee,Pottawatomie,Shawnee,OK,74802,South,ackellum,U#D~Cm+;
690601,Mr.,Chuck,V,Waldrop,M,chuck.waldrop@yahoo.com,Noe Waldrop,Destiny Waldrop,Hardman,6/15/1976,10:09:49 PM,41.15,84,8/5/1998,Q3,H2,1998,8,August,Aug,5,Wednesday,Wed,18.99,114681,4%,710-18-5254,803-743-6916,Pelzer,Anderson,Pelzer,SC,29669,South,cvwaldrop,5C8{Hl|F+9]
642480,Hon.,Asia,S,Land,F,asia.land@yahoo.com,Elmer Land,Abbie Land,Prince,6/14/1979,4:13:06 PM,38.15,40,11/1/2005,Q4,H2,2005,11,November,Nov,1,Tuesday,Tue,11.75,65779,10%,092-02-8432,319-901-0310,Casey,Guthrie,Casey,IA,50048,Midwest,asland,cnJaXR:3
878584,Mr.,Devon,G,Christianson,M,devon.christianson@gmail.com,Palmer Christianson,Allie Christianson,Huntley,1/11/1975,12:26:42 PM,42.57,73,7/3/2002,Q3,H2,2002,7,July,Jul,3,Wednesday,Wed,15.08,63996,19%,631-31-8937,231-384-0362,Hart,Oceana,Hart,MI,49420,Midwest,dgchristianson,it#HZI-dH
506155,Mrs.,Tanya,S,Heredia,F,tanya.heredia@yahoo.com,John Heredia,Shaun Heredia,Bermudez,12/29/1983,9:50:07 AM,33.6,55,6/9/2013,Q2,H1,2013,6,June,Jun,9,Sunday,Sun,4.14,144806,21%,255-99-5557,236-221-9346,Henry,Franklin,Henry,VA,24102,South,tsheredia,hkzoS{?1
560238,Mrs.,Rufina,X,Packer,F,rufina.packer@btinternet.com,Foster Packer,Lizette Packer,Haase,5/28/1977,5:23:00 PM,40.19,43,2/2/2017,Q1,H1,2017,2,February,Feb,2,Thursday,Thu,0.48,146001,19%,518-89-8784,210-890-3922,Houston,Harris,Houston,TX,77226,South,rxpacker,l*hkTNrVv2+.
198715,Mrs.,Robyn,U,Stump,F,robyn.stump@exxonmobil.com,Morgan Stump,Mikaela Stump,Appleton,9/10/1970,8:11:52 AM,46.91,53,2/19/2015,Q1,H1,2015,2,February,Feb,19,Thursday,Thu,2.44,81546,22%,537-71-5731,802-589-5913,Mc Indoe Falls,Caledonia,Mc Indoe Falls,VT,5050,Northeast,rustump,epZ3B*olSRB_
492215,Ms.,Ok,D,Simons,F,ok.simons@gmail.com,Samual Simons,Cinda Simons,Christiansen,3/6/1974,1:00:07 AM,43.42,51,12/12/2008,Q4,H2,2008,12,December,Dec,12,Friday,Fri,8.63,47516,6%,174-86-4284,236-918-5592,Richmond,Richmond,Richmond,VA,23207,South,odsimons,JSIurkBSW#!^]
818257,Ms.,Lesley,B,Croft,F,lesley.croft@hotmail.co.uk,Pablo Croft,Gena Croft,Vanhorn,9/1/1976,10:30:28 AM,40.93,43,1/24/2007,Q1,H1,2007,1,January,Jan,24,Wednesday,Wed,10.52,141785,4%,397-33-0597,201-497-7458,Wayne,Passaic,Wayne,NJ,7477,Northeast,lbcroft,s->e:$rRc_*&M
609390,Mr.,Blake,J,Clemens,M,blake.clemens@yahoo.co.uk,Lane Clemens,Jacqueline Clemens,Schwab,7/6/1992,8:08:25 AM,25.08,80,5/5/2017,Q2,H1,2017,5,May,May,5,Friday,Fri,0.23,192446,2%,670-48-6455,207-206-8520,Winn,Penobscot,Winn,ME,4495,Northeast,bjclemens,Ct;.647E{
872656,Ms.,Mechelle,H,Shade,F,mechelle.shade@ntlworld.com,Aurelio Shade,Ai Shade,Anaya,6/28/1978,7:31:36 PM,39.11,42,4/20/2008,Q2,H1,2008,4,April,Apr,20,Sunday,Sun,9.28,190063,5%,244-99-5593,303-646-9081,Almont,Gunnison,Almont,CO,81210,West,mhshade,ZBeR5D83v#
